                               Labor Force Data by County, 2016 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN4704900000000   47     049   Fentress County, TN                               2016         7,094        6,658        436      6.1
CN4705100000000   47     051   Franklin County, TN                               2016        19,804       18,846        958      4.8
CN4705300000000   47     053   Gibson County, TN                                 2016        21,198       19,961      1,237      5.8
CN4705500000000   47     055   Giles County, TN                                  2016        15,246       14,635        611      4.0
CN4705700000000   47     057   Grainger County, TN                               2016         9,268        8,768        500      5.4
CN4705900000000   47     059   Greene County, TN                                 2016        30,817       29,142      1,675      5.4
CN4706100000000   47     061   Grundy County, TN                                 2016         4,780        4,472        308      6.4
CN4706300000000   47     063   Hamblen County, TN                                2016        26,801       25,437      1,364      5.1
CN4706500000000   47     065   Hamilton County, TN                               2016       171,608      163,729      7,879      4.6
CN4706700000000   47     067   Hancock County, TN                                2016         2,029        1,869        160      7.9
CN4706900000000   47     069   Hardeman County, TN                               2016         9,178        8,615        563      6.1
CN4707100000000   47     071   Hardin County, TN                                 2016        10,187        9,580        607      6.0
CN4707300000000   47     073   Hawkins County, TN                                2016        23,666       22,394      1,272      5.4
CN4707500000000   47     075   Haywood County, TN                                2016         7,662        7,167        495      6.5
CN4707700000000   47     077   Henderson County, TN                              2016        11,964       11,149        815      6.8
CN4707900000000   47     079   Henry County, TN                                  2016        13,898       13,082        816      5.9
CN4708100000000   47     081   Hickman County, TN                                2016        10,417        9,937        480      4.6
CN4708300000000   47     083   Houston County, TN                                2016         3,192        2,953        239      7.5
CN4708500000000   47     085   Humphreys County, TN                              2016         8,627        8,110        517      6.0
CN4708700000000   47     087   Jackson County, TN                                2016         4,484        4,172        312      7.0
CN4708900000000   47     089   Jefferson County, TN                              2016        23,571       22,331      1,240      5.3
CN4709100000000   47     091   Johnson County, TN                                2016         7,527        7,167        360      4.8
CN4709300000000   47     093   Knox County, TN                                   2016       233,285      224,002      9,283      4.0
CN4709500000000   47     095   Lake County, TN                                   2016         1,912        1,764        148      7.7
CN4709700000000   47     097   Lauderdale County, TN                             2016         9,417        8,692        725      7.7
CN4709900000000   47     099   Lawrence County, TN                               2016        17,762       16,742      1,020      5.7
CN4710100000000   47     101   Lewis County, TN                                  2016         4,879        4,590        289      5.9
CN4710300000000   47     103   Lincoln County, TN                                2016        15,937       15,287        650      4.1
CN4710500000000   47     105   Loudon County, TN                                 2016        22,242       21,207      1,035      4.7
CN4710700000000   47     107   McMinn County, TN                                 2016        22,721       21,491      1,230      5.4
CN4710900000000   47     109   McNairy County, TN                                2016         8,749        8,137        612      7.0
CN4711100000000   47     111   Macon County, TN                                  2016        10,219        9,775        444      4.3
CN4711300000000   47     113   Madison County, TN                                2016        47,714       45,401      2,313      4.8
CN4711500000000   47     115   Marion County, TN                                 2016        11,899       11,153        746      6.3
CN4711700000000   47     117   Marshall County, TN                               2016        15,048       14,356        692      4.6
CN4711900000000   47     119   Maury County, TN                                  2016        44,013       42,242      1,771      4.0
CN4712100000000   47     121   Meigs County, TN                                  2016         4,889        4,556        333      6.8
CN4712300000000   47     123   Monroe County, TN                                 2016        19,370       18,351      1,019      5.3
CN4712500000000   47     125   Montgomery County, TN                             2016        79,827       75,777      4,050      5.1
CN4712700000000   47     127   Moore County, TN                                  2016         3,380        3,253        127      3.8
CN4712900000000   47     129   Morgan County, TN                                 2016         7,790        7,290        500      6.4
CN4713100000000   47     131   Obion County, TN                                  2016        12,547       11,667        880      7.0
CN4713300000000   47     133   Overton County, TN                                2016         9,199        8,709        490      5.3
CN4713500000000   47     135   Perry County, TN                                  2016         3,184        2,983        201      6.3
CN4713700000000   47     137   Pickett County, TN                                2016         2,321        2,169        152      6.5
CN4713900000000   47     139   Polk County, TN                                   2016         7,378        6,956        422      5.7
CN4714100000000   47     141   Putnam County, TN                                 2016        33,199       31,579      1,620      4.9
CN4714300000000   47     143   Rhea County, TN                                   2016        13,450       12,498        952      7.1
CN4714500000000   47     145   Roane County, TN                                  2016        22,820       21,555      1,265      5.5
CN4714700000000   47     147   Robertson County, TN                              2016        34,696       33,260      1,436      4.1
CN4714900000000   47     149   Rutherford County, TN                             2016       163,365      157,344      6,021      3.7
CN4715100000000   47     151   Scott County, TN                                  2016         8,008        7,417        591      7.4
CN4715300000000   47     153   Sequatchie County, TN                             2016         5,911        5,567        344      5.8
CN4715500000000   47     155   Sevier County, TN                                 2016        51,117       48,598      2,519      4.9
CN4715700000000   47     157   Shelby County, TN                                 2016       433,440      410,379     23,061      5.3
CN4715900000000   47     159   Smith County, TN                                  2016         8,667        8,271        396      4.6
CN4716100000000   47     161   Stewart County, TN                                2016         5,158        4,809        349      6.8
CN4716300000000   47     163   Sullivan County, TN                               2016        69,645       66,058      3,587      5.2
CN4716500000000   47     165   Sumner County, TN                                 2016        92,179       88,612      3,567      3.9
CN4716700000000   47     167   Tipton County, TN                                 2016        27,459       25,905      1,554      5.7
CN4716900000000   47     169   Trousdale County, TN                              2016         3,840        3,655        185      4.8
CN4717100000000   47     171   Unicoi County, TN                                 2016         6,999        6,504        495      7.1
CN4717300000000   47     173   Union County, TN                                  2016         7,267        6,848        419      5.8
CN4717500000000   47     175   Van Buren County, TN                              2016         2,033        1,908        125      6.1
CN4717700000000   47     177   Warren County, TN                                 2016        17,641       16,797        844      4.8
CN4717900000000   47     179   Washington County, TN                             2016        58,640       55,849      2,791      4.8
CN4718100000000   47     181   Wayne County, TN                                  2016         6,077        5,679        398      6.5
CN4718300000000   47     183   Weakley County, TN                                2016        15,835       14,913        922      5.8
CN4718500000000   47     185   White County, TN                                  2016        11,742       11,160        582      5.0
CN4718700000000   47     187   Williamson County, TN                             2016       113,370      109,513      3,857      3.4
CN4718900000000   47     189   Wilson County, TN                                 2016        67,716       65,120      2,596      3.8
CN4800100000000   48     001   Anderson County, TX                               2016        23,520       22,503      1,017      4.3
CN4800300000000   48     003   Andrews County, TX                                2016         8,694        8,284        410      4.7
CN4800500000000   48     005   Angelina County, TX                               2016        37,081       34,894      2,187      5.9
CN4800700000000   48     007   Aransas County, TX                                2016        10,243        9,671        572      5.6
CN4800900000000   48     009   Archer County, TX                                 2016         4,091        3,914        177      4.3
CN4801100000000   48     011   Armstrong County, TX                              2016           934          908         26      2.8
CN4801300000000   48     013   Atascosa County, TX                               2016        21,031       19,909      1,122      5.3
CN4801500000000   48     015   Austin County, TX                                 2016        14,036       13,289        747      5.3
CN4801700000000   48     017   Bailey County, TX                                 2016         2,720        2,601        119      4.4
CN4801900000000   48     019   Bandera County, TX                                2016         9,508        9,118        390      4.1
CN4802100000000   48     021   Bastrop County, TX                                2016        39,048       37,589      1,459      3.7
CN4802300000000   48     023   Baylor County, TX                                 2016         1,606        1,548         58      3.6
CN4802500000000   48     025   Bee County, TX                                    2016        10,314        9,539        775      7.5
CN4802700000000   48     027   Bell County, TX                                   2016       139,567      133,287      6,280      4.5
CN4802900000000   48     029   Bexar County, TX                                  2016       905,907      872,008     33,899      3.7
CN4803100000000   48     031   Blanco County, TX                                 2016         5,937        5,754        183      3.1
CN4803300000000   48     033   Borden County, TX                                 2016           366          353         13      3.6
CN4803500000000   48     035   Bosque County, TX                                 2016         8,192        7,840        352      4.3
CN4803700000000   48     037   Bowie County, TX                                  2016        39,644       37,781      1,863      4.7
CN4803900000000   48     039   Brazoria County, TX                               2016       169,945      161,140      8,805      5.2
CN4804100000000   48     041   Brazos County, TX                                 2016       111,348      107,501      3,847      3.5
CN4804300000000   48     043   Brewster County, TX                               2016         3,963        3,814        149      3.8
CN4804500000000   48     045   Briscoe County, TX                                2016           548          524         24      4.4
CN4804700000000   48     047   Brooks County, TX                                 2016         2,440        2,152        288     11.8
CN4804900000000   48     049   Brown County, TX                                  2016        16,178       15,476        702      4.3
CN4805100000000   48     051   Burleson County, TX                               2016         7,879        7,514        365      4.6
CN4805300000000   48     053   Burnet County, TX                                 2016        22,006       21,245        761      3.5
CN4805500000000   48     055   Caldwell County, TX                               2016        17,951       17,175        776      4.3
CN4805700000000   48     057   Calhoun County, TX                                2016        10,780       10,179        601      5.6
CN4805900000000   48     059   Callahan County, TX                               2016         5,808        5,561        247      4.3
CN4806100000000   48     061   Cameron County, TX                                2016       166,103      154,196     11,907      7.2
CN4806300000000   48     063   Camp County, TX                                   2016         5,064        4,718        346      6.8
CN4806500000000   48     065   Carson County, TX                                 2016         3,099        2,998        101      3.3
CN4806700000000   48     067   Cass County, TX                                   2016        12,275       11,393        882      7.2
CN4806900000000   48     069   Castro County, TX                                 2016         3,496        3,389        107      3.1
CN4807100000000   48     071   Chambers County, TX                               2016        18,221       17,113      1,108      6.1
CN4807300000000   48     073   Cherokee County, TX                               2016        21,208       20,132      1,076      5.1
CN4807500000000   48     075   Childress County, TX                              2016         2,962        2,873         89      3.0
CN4807700000000   48     077   Clay County, TX                                   2016         4,798        4,588        210      4.4
CN4807900000000   48     079   Cochran County, TX                                2016         1,174        1,115         59      5.0
CN4808100000000   48     081   Coke County, TX                                   2016         1,422        1,363         59      4.1
CN4808300000000   48     083   Coleman County, TX                                2016         3,066        2,888        178      5.8
CN4808500000000   48     085   Collin County, TX                                 2016       513,282      495,148     18,134      3.5
CN4808700000000   48     087   Collingsworth County, TX                          2016         1,216        1,174         42      3.5
CN4808900000000   48     089   Colorado County, TX                               2016         9,798        9,337        461      4.7
CN4809100000000   48     091   Comal County, TX                                  2016        65,525       63,157      2,368      3.6
CN4809300000000   48     093   Comanche County, TX                               2016         5,361        5,130        231      4.3
CN4809500000000   48     095   Concho County, TX                                 2016         1,332        1,287         45      3.4
CN4809700000000   48     097   Cooke County, TX                                  2016        18,924       18,174        750      4.0
CN4809900000000   48     099   Coryell County, TX                                2016        24,428       23,289      1,139      4.7
CN4810100000000   48     101   Cottle County, TX                                 2016           525          498         27      5.1
CN4810300000000   48     103   Crane County, TX                                  2016         1,706        1,560        146      8.6
CN4810500000000   48     105   Crockett County, TX                               2016         1,737        1,606        131      7.5
CN4810700000000   48     107   Crosby County, TX                                 2016         2,623        2,508        115      4.4
CN4810900000000   48     109   Culberson County, TX                              2016         1,000          959         41      4.1
CN4811100000000   48     111   Dallam County, TX                                 2016         4,002        3,913         89      2.2
CN4811300000000   48     113   Dallas County, TX                                 2016     1,299,195    1,247,033     52,162      4.0
CN4811500000000   48     115   Dawson County, TX                                 2016         4,643        4,410        233      5.0
CN4811700000000   48     117   Deaf Smith County, TX                             2016         8,614        8,345        269      3.1
CN4811900000000   48     119   Delta County, TX                                  2016         2,608        2,509         99      3.8
CN4812100000000   48     121   Denton County, TX                                 2016       452,182      436,692     15,490      3.4
CN4812300000000   48     123   DeWitt County, TX                                 2016         9,504        8,985        519      5.5
CN4812500000000   48     125   Dickens County, TX                                2016           692          658         34      4.9
CN4812700000000   48     127   Dimmit County, TX                                 2016         6,241        5,797        444      7.1
CN4812900000000   48     129   Donley County, TX                                 2016         1,557        1,494         63      4.0
CN4813100000000   48     131   Duval County, TX                                  2016         4,886        4,353        533     10.9
CN4813300000000   48     133   Eastland County, TX                               2016         7,424        7,020        404      5.4
CN4813500000000   48     135   Ector County, TX                                  2016        76,244       71,401      4,843      6.4
CN4813700000000   48     137   Edwards County, TX                                2016           867          827         40      4.6
CN4813900000000   48     139   Ellis County, TX                                  2016        85,030       81,849      3,181      3.7
CN4814100000000   48     141   El Paso County, TX                                2016       349,941      332,660     17,281      4.9
CN4814300000000   48     143   Erath County, TX                                  2016        20,241       19,421        820      4.1
CN4814500000000   48     145   Falls County, TX                                  2016         6,613        6,322        291      4.4
CN4814700000000   48     147   Fannin County, TX                                 2016        15,774       15,181        593      3.8
CN4814900000000   48     149   Fayette County, TX                                2016        12,497       12,041        456      3.6
CN4815100000000   48     151   Fisher County, TX                                 2016         1,759        1,684         75      4.3
CN4815300000000   48     153   Floyd County, TX                                  2016         2,738        2,600        138      5.0
CN4815500000000   48     155   Foard County, TX                                  2016           540          520         20      3.7
CN4815700000000   48     157   Fort Bend County, TX                              2016       367,057      348,745     18,312      5.0
CN4815900000000   48     159   Franklin County, TX                               2016         4,511        4,291        220      4.9
CN4816100000000   48     161   Freestone County, TX                              2016         6,871        6,413        458      6.7
CN4816300000000   48     163   Frio County, TX                                   2016         8,784        8,357        427      4.9
CN4816500000000   48     165   Gaines County, TX                                 2016         9,187        8,845        342      3.7
CN4816700000000   48     167   Galveston County, TX                              2016       160,181      151,651      8,530      5.3
CN4816900000000   48     169   Garza County, TX                                  2016         2,131        2,048         83      3.9
CN4817100000000   48     171   Gillespie County, TX                              2016        13,002       12,633        369      2.8
CN4817300000000   48     173   Glasscock County, TX                              2016           749          720         29      3.9
CN4817500000000   48     175   Goliad County, TX                                 2016         3,319        3,127        192      5.8
CN4817700000000   48     177   Gonzales County, TX                               2016         9,574        9,169        405      4.2
CN4817900000000   48     179   Gray County, TX                                   2016         8,489        7,905        584      6.9
CN4818100000000   48     181   Grayson County, TX                                2016        61,234       58,878      2,356      3.8
CN4818300000000   48     183   Gregg County, TX                                  2016        58,384       54,836      3,548      6.1
CN4818500000000   48     185   Grimes County, TX                                 2016        11,057       10,327        730      6.6
CN4818700000000   48     187   Guadalupe County, TX                              2016        76,000       73,276      2,724      3.6
CN4818900000000   48     189   Hale County, TX                                   2016        12,596       11,889        707      5.6
CN4819100000000   48     191   Hall County, TX                                   2016         1,166        1,088         78      6.7
CN4819300000000   48     193   Hamilton County, TX                               2016         3,601        3,425        176      4.9
CN4819500000000   48     195   Hansford County, TX                               2016         2,947        2,855         92      3.1
CN4819700000000   48     197   Hardeman County, TX                               2016         1,625        1,561         64      3.9
CN4819900000000   48     199   Hardin County, TX                                 2016        25,169       23,640      1,529      6.1
CN4820100000000   48     201   Harris County, TX                                 2016     2,251,321    2,131,500    119,821      5.3
CN4820300000000   48     203   Harrison County, TX                               2016        29,961       28,164      1,797      6.0
CN4820500000000   48     205   Hartley County, TX                                2016         2,961        2,901         60      2.0
CN4820700000000   48     207   Haskell County, TX                                2016         2,510        2,404        106      4.2
CN4820900000000   48     209   Hays County, TX                                   2016       104,929      101,434      3,495      3.3
CN4821100000000   48     211   Hemphill County, TX                               2016         2,116        2,037         79      3.7
CN4821300000000   48     213   Henderson County, TX                              2016        35,400       33,747      1,653      4.7
CN4821500000000   48     215   Hidalgo County, TX                                2016       337,226      310,913     26,313      7.8
CN4821700000000   48     217   Hill County, TX                                   2016        15,812       15,117        695      4.4
CN4821900000000   48     219   Hockley County, TX                                2016        11,176       10,658        518      4.6
CN4822100000000   48     221   Hood County, TX                                   2016        25,278       24,091      1,187      4.7
CN4822300000000   48     223   Hopkins County, TX                                2016        17,332       16,642        690      4.0
CN4822500000000   48     225   Houston County, TX                                2016        10,068        9,604        464      4.6
CN4822700000000   48     227   Howard County, TX                                 2016        13,218       12,488        730      5.5
CN4822900000000   48     229   Hudspeth County, TX                               2016         1,542        1,450         92      6.0
CN4823100000000   48     231   Hunt County, TX                                   2016        40,534       38,800      1,734      4.3
CN4823300000000   48     233   Hutchinson County, TX                             2016         9,639        9,097        542      5.6
CN4823500000000   48     235   Irion County, TX                                  2016           780          755         25      3.2
CN4823700000000   48     237   Jack County, TX                                   2016         3,856        3,666        190      4.9
CN4823900000000   48     239   Jackson County, TX                                2016         7,278        6,938        340      4.7
CN4824100000000   48     241   Jasper County, TX                                 2016        13,471       12,439      1,032      7.7
CN4824300000000   48     243   Jeff Davis County, TX                             2016         1,074        1,042         32      3.0
CN4824500000000   48     245   Jefferson County, TX                              2016       107,545      100,017      7,528      7.0
CN4824700000000   48     247   Jim Hogg County, TX                               2016         1,945        1,759        186      9.6
CN4824900000000   48     249   Jim Wells County, TX                              2016        17,469       15,628      1,841     10.5
CN4825100000000   48     251   Johnson County, TX                                2016        76,076       72,766      3,310      4.4
CN4825300000000   48     253   Jones County, TX                                  2016         5,627        5,301        326      5.8
CN4825500000000   48     255   Karnes County, TX                                 2016         6,279        5,973        306      4.9
CN4825700000000   48     257   Kaufman County, TX                                2016        57,944       55,752      2,192      3.8
CN4825900000000   48     259   Kendall County, TX                                2016        20,355       19,705        650      3.2
CN4826100000000   48     261   Kenedy County, TX                                 2016           218          208         10      4.6
CN4826300000000   48     263   Kent County, TX                                   2016           470          456         14      3.0
CN4826500000000   48     265   Kerr County, TX                                   2016        21,368       20,601        767      3.6
CN4826700000000   48     267   Kimble County, TX                                 2016         1,953        1,879         74      3.8
CN4826900000000   48     269   King County, TX                                   2016           178          171          7      3.9
CN4827100000000   48     271   Kinney County, TX                                 2016         1,157        1,090         67      5.8
CN4827300000000   48     273   Kleberg County, TX                                2016        14,115       13,168        947      6.7
CN4827500000000   48     275   Knox County, TX                                   2016         1,560        1,494         66      4.2
CN4827700000000   48     277   Lamar County, TX                                  2016        23,239       22,165      1,074      4.6
CN4827900000000   48     279   Lamb County, TX                                   2016         5,249        4,909        340      6.5
CN4828100000000   48     281   Lampasas County, TX                               2016         9,165        8,785        380      4.1
CN4828300000000   48     283   La Salle County, TX                               2016         3,888        3,688        200      5.1
CN4828500000000   48     285   Lavaca County, TX                                 2016         8,745        8,377        368      4.2
CN4828700000000   48     287   Lee County, TX                                    2016         9,288        8,938        350      3.8
CN4828900000000   48     289   Leon County, TX                                   2016         6,513        6,092        421      6.5
CN4829100000000   48     291   Liberty County, TX                                2016        31,553       29,181      2,372      7.5
CN4829300000000   48     293   Limestone County, TX                              2016         8,330        7,864        466      5.6
CN4829500000000   48     295   Lipscomb County, TX                               2016         1,652        1,579         73      4.4
CN4829700000000   48     297   Live Oak County, TX                               2016         5,206        4,898        308      5.9
CN4829900000000   48     299   Llano County, TX                                  2016         8,296        7,951        345      4.2
CN4830100000000   48     301   Loving County, TX                                 2016            86           82          4      4.7
CN4830300000000   48     303   Lubbock County, TX                                2016       153,638      148,437      5,201      3.4
CN4830500000000   48     305   Lynn County, TX                                   2016         2,731        2,623        108      4.0
CN4830700000000   48     307   McCulloch County, TX                              2016         3,711        3,545        166      4.5
CN4830900000000   48     309   McLennan County, TX                               2016       116,155      111,567      4,588      3.9
CN4831100000000   48     311   McMullen County, TX                               2016           862          844         18      2.1
CN4831300000000   48     313   Madison County, TX                                2016         4,770        4,528        242      5.1
CN4831500000000   48     315   Marion County, TX                                 2016         4,343        4,039        304      7.0
CN4831700000000   48     317   Martin County, TX                                 2016         2,483        2,374        109      4.4
CN4831900000000   48     319   Mason County, TX                                  2016         1,792        1,727         65      3.6
CN4832100000000   48     321   Matagorda County, TX                              2016        16,890       15,656      1,234      7.3
CN4832300000000   48     323   Maverick County, TX                               2016        24,244       21,523      2,721     11.2
CN4832500000000   48     325   Medina County, TX                                 2016        21,000       20,077        923      4.4
CN4832700000000   48     327   Menard County, TX                                 2016           817          781         36      4.4
CN4832900000000   48     329   Midland County, TX                                2016        85,085       81,341      3,744      4.4
CN4833100000000   48     331   Milam County, TX                                  2016        10,272        9,743        529      5.1
CN4833300000000   48     333   Mills County, TX                                  2016         1,925        1,845         80      4.2
CN4833500000000   48     335   Mitchell County, TX                               2016         2,610        2,427        183      7.0
CN4833700000000   48     337   Montague County, TX                               2016         9,036        8,589        447      4.9
CN4833900000000   48     339   Montgomery County, TX                             2016       266,006      252,985     13,021      4.9
CN4834100000000   48     341   Moore County, TX                                  2016        11,198       10,866        332      3.0
CN4834300000000   48     343   Morris County, TX                                 2016         4,895        4,360        535     10.9
CN4834500000000   48     345   Motley County, TX                                 2016           508          490         18      3.5
CN4834700000000   48     347   Nacogdoches County, TX                            2016        28,723       27,380      1,343      4.7
CN4834900000000   48     349   Navarro County, TX                                2016        22,778       21,826        952      4.2
CN4835100000000   48     351   Newton County, TX                                 2016         5,355        4,931        424      7.9
CN4835300000000   48     353   Nolan County, TX                                  2016         6,867        6,538        329      4.8
CN4835500000000   48     355   Nueces County, TX                                 2016       167,828      158,383      9,445      5.6
CN4835700000000   48     357   Ochiltree County, TX                              2016         4,664        4,420        244      5.2
CN4835900000000   48     359   Oldham County, TX                                 2016           909          882         27      3.0
CN4836100000000   48     361   Orange County, TX                                 2016        37,367       34,865      2,502      6.7
CN4836300000000   48     363   Palo Pinto County, TX                             2016        13,257       12,533        724      5.5
CN4836500000000   48     365   Panola County, TX                                 2016        10,234        9,501        733      7.2
CN4836700000000   48     367   Parker County, TX                                 2016        61,299       58,809      2,490      4.1
CN4836900000000   48     369   Parmer County, TX                                 2016         4,950        4,826        124      2.5
CN4837100000000   48     371   Pecos County, TX                                  2016         6,498        6,117        381      5.9
CN4837300000000   48     373   Polk County, TX                                   2016        17,388       16,290      1,098      6.3
CN4837500000000   48     375   Potter County, TX                                 2016        56,183       54,304      1,879      3.3
CN4837700000000   48     377   Presidio County, TX                               2016         3,080        2,751        329     10.7
CN4837900000000   48     379   Rains County, TX                                  2016         5,557        5,334        223      4.0
CN4838100000000   48     381   Randall County, TX                                2016        70,691       68,607      2,084      2.9
CN4838300000000   48     383   Reagan County, TX                                 2016         1,702        1,597        105      6.2
CN4838500000000   48     385   Real County, TX                                   2016         1,041          982         59      5.7
CN4838700000000   48     387   Red River County, TX                              2016         5,035        4,744        291      5.8
CN4838900000000   48     389   Reeves County, TX                                 2016         6,036        5,716        320      5.3
CN4839100000000   48     391   Refugio County, TX                                2016         3,138        2,930        208      6.6
CN4839300000000   48     393   Roberts County, TX                                2016           442          422         20      4.5
CN4839500000000   48     395   Robertson County, TX                              2016         7,259        6,892        367      5.1
CN4839700000000   48     397   Rockwall County, TX                               2016        47,370       45,712      1,658      3.5
CN4839900000000   48     399   Runnels County, TX                                2016         4,650        4,466        184      4.0
CN4840100000000   48     401   Rusk County, TX                                   2016        22,384       21,080      1,304      5.8
CN4840300000000   48     403   Sabine County, TX                                 2016         3,484        3,158        326      9.4
CN4840500000000   48     405   San Augustine County, TX                          2016         2,804        2,554        250      8.9
CN4840700000000   48     407   San Jacinto County, TX                            2016        11,431       10,715        716      6.3
CN4840900000000   48     409   San Patricio County, TX                           2016        30,623       28,340      2,283      7.5
CN4841100000000   48     411   San Saba County, TX                               2016         2,449        2,366         83      3.4
CN4841300000000   48     413   Schleicher County, TX                             2016         1,421        1,347         74      5.2
CN4841500000000   48     415   Scurry County, TX                                 2016         7,411        6,975        436      5.9
CN4841700000000   48     417   Shackelford County, TX                            2016         1,878        1,806         72      3.8
CN4841900000000   48     419   Shelby County, TX                                 2016        10,959       10,302        657      6.0
CN4842100000000   48     421   Sherman County, TX                                2016         1,350        1,311         39      2.9
CN4842300000000   48     423   Smith County, TX                                  2016       105,490      100,724      4,766      4.5
CN4842500000000   48     425   Somervell County, TX                              2016         4,134        3,935        199      4.8
CN4842700000000   48     427   Starr County, TX                                  2016        26,358       22,841      3,517     13.3
CN4842900000000   48     429   Stephens County, TX                               2016         4,019        3,807        212      5.3
CN4843100000000   48     431   Sterling County, TX                               2016           670          644         26      3.9
CN4843300000000   48     433   Stonewall County, TX                              2016           640          612         28      4.4
CN4843500000000   48     435   Sutton County, TX                                 2016         1,592        1,465        127      8.0
CN4843700000000   48     437   Swisher County, TX                                2016         2,717        2,601        116      4.3
CN4843900000000   48     439   Tarrant County, TX                                2016     1,011,580      971,375     40,205      4.0
CN4844100000000   48     441   Taylor County, TX                                 2016        63,326       60,960      2,366      3.7
CN4844300000000   48     443   Terrell County, TX                                2016           406          390         16      3.9
CN4844500000000   48     445   Terry County, TX                                  2016         5,352        5,097        255      4.8
CN4844700000000   48     447   Throckmorton County, TX                           2016           743          717         26      3.5
CN4844900000000   48     449   Titus County, TX                                  2016        12,883       12,090        793      6.2
CN4845100000000   48     451   Tom Green County, TX                              2016        54,275       51,847      2,428      4.5
CN4845300000000   48     453   Travis County, TX                                 2016       678,536      656,988     21,548      3.2
CN4845500000000   48     455   Trinity County, TX                                2016         5,484        5,151        333      6.1
CN4845700000000   48     457   Tyler County, TX                                  2016         7,216        6,690        526      7.3
CN4845900000000   48     459   Upshur County, TX                                 2016        17,903       16,757      1,146      6.4
CN4846100000000   48     461   Upton County, TX                                  2016         1,582        1,498         84      5.3
CN4846300000000   48     463   Uvalde County, TX                                 2016        11,813       11,186        627      5.3
CN4846500000000   48     465   Val Verde County, TX                              2016        20,147       18,890      1,257      6.2
CN4846700000000   48     467   Van Zandt County, TX                              2016        24,865       23,796      1,069      4.3
CN4846900000000   48     469   Victoria County, TX                               2016        43,733       41,364      2,369      5.4
CN4847100000000   48     471   Walker County, TX                                 2016        23,797       22,551      1,246      5.2
CN4847300000000   48     473   Waller County, TX                                 2016        22,180       20,943      1,237      5.6
CN4847500000000   48     475   Ward County, TX                                   2016         5,397        5,090        307      5.7
CN4847700000000   48     477   Washington County, TX                             2016        15,089       14,323        766      5.1
CN4847900000000   48     479   Webb County, TX                                   2016       113,892      108,333      5,559      4.9
CN4848100000000   48     481   Wharton County, TX                                2016        21,081       20,022      1,059      5.0
CN4848300000000   48     483   Wheeler County, TX                                2016         2,483        2,366        117      4.7
CN4848500000000   48     485   Wichita County, TX                                2016        55,491       53,081      2,410      4.3
CN4848700000000   48     487   Wilbarger County, TX                              2016         5,050        4,813        237      4.7
CN4848900000000   48     489   Willacy County, TX                                2016         6,504        5,708        796     12.2
CN4849100000000   48     491   Williamson County, TX                             2016       278,740      269,396      9,344      3.4
CN4849300000000   48     493   Wilson County, TX                                 2016        23,761       22,834        927      3.9
CN4849500000000   48     495   Winkler County, TX                                2016         3,071        2,834        237      7.7
CN4849700000000   48     497   Wise County, TX                                   2016        29,439       28,049      1,390      4.7
CN4849900000000   48     499   Wood County, TX                                   2016        17,249       16,342        907      5.3
CN4850100000000   48     501   Yoakum County, TX                                 2016         3,761        3,582        179      4.8
CN4850300000000   48     503   Young County, TX                                  2016         8,312        7,948        364      4.4
CN4850500000000   48     505   Zapata County, TX                                 2016         5,209        4,649        560     10.8
CN4850700000000   48     507   Zavala County, TX                                 2016         3,887        3,348        539     13.9
CN4900100000000   49     001   Beaver County, UT                                 2016         3,078        2,926        152      4.9
CN4900300000000   49     003   Box Elder County, UT                              2016        24,696       23,835        861      3.5
CN4900500000000   49     005   Cache County, UT                                  2016        61,265       59,396      1,869      3.1
CN4900700000000   49     007   Carbon County, UT                                 2016         8,338        7,843        495      5.9
CN4900900000000   49     009   Daggett County, UT                                2016           464          440         24      5.2
CN4901100000000   49     011   Davis County, UT                                  2016       164,429      159,244      5,185      3.2
CN4901300000000   49     013   Duchesne County, UT                               2016         8,116        7,396        720      8.9
CN4901500000000   49     015   Emery County, UT                                  2016         4,266        4,000        266      6.2
CN4901700000000   49     017   Garfield County, UT                               2016         2,796        2,562        234      8.4
CN4901900000000   49     019   Grand County, UT                                  2016         5,729        5,393        336      5.9
CN4902100000000   49     021   Iron County, UT                                   2016        21,478       20,543        935      4.4
